epoch,loss,e_mae,f_mae,time,val_loss,val_e_mae,val_f_mae
0,10.679040921851993,198.08427237148862,123.69123357348144,16.57411289215088,0.6870507853371757,16.207109338470868,65.95468201807567
1,0.17955072184849996,11.210526239665342,27.618668362265453,15.827457666397095,0.013358603497701032,5.662249800349985,8.0348758825234
2,0.009131211721978616,2.5922344048012746,6.834653366240673,15.954862594604492,0.0032287659788770334,0.5260576061638338,4.174533000748072
3,0.0025629673946241383,0.38475838175600074,3.6905737870256416,16.015297889709473,0.0019142022855313762,0.21576703459556615,3.219839684399111
4,0.0017587821366760181,0.5109672915182273,3.0021286220289767,16.09548807144165,0.001566053185212825,1.0441540174984507,2.872498639460121
5,0.001437660850569955,0.3929408229623732,2.749167149886489,16.081955671310425,0.0011847229907289147,0.42673604080586564,2.5105976965278387
6,0.001284201796806883,0.3755116320007801,2.5946543319150805,16.167522192001343,0.001358356443233788,0.7417569452497575,2.6919576672038863
7,0.0012792624056601198,0.5032477524764545,2.5718871984281577,16.177088260650635,0.0009870473711219216,0.08957376121543348,2.3152440719838654
8,0.0011426451110310154,0.23859557842342838,2.4573334521846846,16.16873526573181,0.0010597313188814691,0.7798332039133778,2.361527444528682
9,0.0010937345996353542,0.5003908089520337,2.3788869293639436,16.170655250549316,0.0009811323917736964,0.8577875310688147,2.2741796149473106
10,0.0010276162920490606,0.44105980367703523,2.3203916280181147,16.087579011917114,0.0008402819013489145,0.04972284711714435,2.0971068713281835
11,0.0009913428493746324,0.5423153698984606,2.254041606647661,16.218636512756348,0.0008970088425225445,0.36800048214250375,2.2270509008584276
12,0.0009688118789199507,0.6287056481824038,2.226230633823434,16.180505990982056,0.0007833996704513473,0.028698915619835525,2.0443659076201066
13,0.000896481325980858,0.4509381275283886,2.1360628852562513,16.20155119895935,0.0008493669530642885,0.6874696118757129,2.142853635762419
14,0.000875171719599166,0.6708700266244705,2.1159571915632114,16.222758769989014,0.0007143837948595839,0.8016296279882746,1.9101773089330112
15,0.000820265897345962,0.6359692354180879,2.042115866061067,16.17100715637207,0.0007415487031851496,0.15378869596003955,2.021270538015025
16,0.000776008617322077,0.5678265267761162,1.9848047231789678,16.16886568069458,0.0007323697791434824,1.03110505733639,1.8959450202861003
17,0.0007192251159722218,0.47474098607835913,1.9192929721612018,16.204411506652832,0.0005852679023519158,0.21694489156029054,1.7952689501856054
18,0.0006846419264547876,0.44528510687769085,1.864854453742737,16.16212487220764,0.0005255807814787009,0.06037749907201422,1.677400415896305
19,0.0007105770182533888,0.7166814248193987,1.8943865034088958,16.226972103118896,0.0006501543975900859,0.26182865258306265,1.737195998430252
20,0.0008051791364778182,0.6774189656653107,2.0083841918676626,16.141653060913086,0.0006700099080002733,1.3528310061831559,1.7594138293394022
21,0.0006328350218609557,0.6535459150427414,1.7751450577634387,16.198333024978638,0.0004983340248665107,0.3570225048211536,1.6324225081396955
22,0.0006701209877064684,0.7441651148383244,1.807850207114825,16.226001262664795,0.0012034693167411856,1.7611835085387741,2.4381450909589018
23,0.0006146912855911069,0.6783424829563955,1.7155029272544198,16.17298936843872,0.0004917335338957075,0.23886863449921034,1.6297581938228436
24,0.0005974834821245167,0.7245249065590542,1.705806720565306,16.265857219696045,0.0005890818595487092,0.7228664222306439,1.7501979600638151
25,0.0006330060386972036,0.9252546319657995,1.7373187292832881,16.23979902267456,0.0008685424441604742,2.4211437308362553,1.6189911070146732
26,0.0006301213188635302,0.9140120000665775,1.6966899274848402,16.264954328536987,0.00038081708147988787,0.4533718789129385,1.3740182954019733
27,0.0005989665705783409,0.9309627530456055,1.666120602749288,16.157258987426758,0.0005318490023325596,1.1483329747404372,1.5176653562645828
28,0.0005865573648407008,0.8029453688322974,1.6443508611700963,16.263903617858887,0.00038665187977520484,0.7244491217924016,1.3732060989631074
29,0.0006455805823861738,1.0486032216476815,1.7029111259034835,16.262814044952393,0.0004080861191531377,1.146807850870703,1.3289230576317226
