epoch,loss,e_mae,f_mae,time,val_loss,val_e_mae,val_f_mae
0,198.40343793955716,1274.4760928167539,154.51512722806498,11.738735437393188,7.292225156511579,310.6879549367087,84.31886030094964
1,2.713195422833616,104.40303382876499,85.37172830917619,11.031565427780151,0.48504698276519775,0.49304422905801665,56.470477155276704
2,0.3902259597724134,3.9965744998136703,49.52913759784265,11.044673442840576,0.19421535517488206,3.4524328407964537,35.638511180877686
3,0.08107760963453488,1.1577813618879935,21.617397665977478,11.10581660270691,0.014908674971333571,1.57296539483858,9.850074537098408
4,0.010198797437955032,0.4504015285585245,7.850199641490525,11.18549919128418,0.006876623058425528,0.6082923001875835,6.355919609112399
5,0.005452058447355574,0.3164399277011398,5.764235721223733,11.184264898300171,0.004333346882568938,0.11964799237570592,5.170134960540703
6,0.004114902811124921,0.17172712019104933,4.967125323177739,11.24492883682251,0.0036266451768044916,0.12843637107705166,4.754152348531144
7,0.0034981122854250398,0.1110496450564824,4.538715309040113,11.243537902832031,0.003081254394991057,0.1218251948427808,4.328097682446241
8,0.0030737633562900805,0.15928025442752353,4.234406864270568,11.223666667938232,0.002683676779270172,0.11223619679055576,3.935568101171936
9,0.0027678063012320886,0.17709422337991948,3.9760429433292965,11.247884035110474,0.002443052379281393,0.07127832005997854,3.7626625105206455
10,0.002490897551813925,0.09546549964315174,3.75724337275394,11.321012258529663,0.002187507742616747,0.2583349040443344,3.5825883969664574
11,0.00229887519328093,0.1338648975929986,3.598775809884749,11.184308052062988,0.0020192916105900493,0.15680331021680363,3.4740359655448367
12,0.002117792472497306,0.13627362403150817,3.4328726839951496,11.254124879837036,0.0017668391561268695,0.04739974610856734,3.1263815638210093
13,0.001884531912351535,0.10987060903227591,3.2403655350208282,11.246731758117676,0.0016192240208121283,0.16503542844605232,3.044059732928872
14,0.0017632679347033527,0.11172824385787615,3.128756229257719,11.272870063781738,0.0015369322666499232,0.04480196730582975,3.001602932012507
15,0.0016370806049301543,0.05880109231590971,3.017484062266621,11.191851139068604,0.0014050124030161118,0.08325683718015041,2.8221228026918004
16,0.0015876106494529681,0.10579132685961667,2.964145408689298,11.246760129928589,0.0013735776135165776,0.07994790835904755,2.832819242030382
17,0.001484081254933368,0.0884988236397145,2.8743386501446366,11.270446300506592,0.0012742009130306542,0.04561879229316089,2.661597416070955
18,0.0014359947844323788,0.10050653112226758,2.8089689704674212,11.225719213485718,0.0012646148180855171,0.07315748371183872,2.7146079311413422
19,0.0013712506968824362,0.07651948048574427,2.7718116232955996,11.219012975692749,0.001167666757412787,0.034585562389111146,2.562612062320113
20,0.0013087819176937708,0.08638124629876322,2.6825176424939525,11.23044729232788,0.0011267275133702373,0.04737370753511121,2.527426595666579
21,0.0012643166251522912,0.15551665985020174,2.6541119018061594,11.229498624801636,0.0010860370072935308,0.23475886804849974,2.4288472652967488
22,0.0012371080334890973,0.16086355530701854,2.606332280927084,11.260030746459961,0.0010491542218785202,0.042948505454530404,2.3901487168456828
23,0.001145837190878493,0.07128996573803968,2.510580668141219,11.451999425888062,0.001031918010474848,0.12109070459181177,2.444747536044036
24,0.001132296400927854,0.16009542039021404,2.4910897058858112,11.381587028503418,0.0009588316981015461,0.036220707573063136,2.288793812372855
25,0.0010704846221911298,0.08498661389405077,2.425065179440108,11.30980372428894,0.0009212491900793143,0.0687440437364525,2.292824875829475
26,0.0010044040020809255,0.09063491357995769,2.342150917022743,11.335713863372803,0.000904302703150149,0.03423078669584356,2.284131312210645
27,0.0009736756434325467,0.08305595449862514,2.318585270338438,11.24019455909729,0.000831126983809684,0.034896433395000974,2.1450962272605727
28,0.0009397785020568831,0.14191293451982678,2.268155772154304,11.21672773361206,0.0007747390274224537,0.15892858833207615,2.062495215795934
29,0.0008793063461780548,0.10549200388512955,2.193783589808101,11.275156021118164,0.000773473792443318,0.25425107118540574,2.0614533818193843
