epoch,loss,e_mae,f_mae,time,val_loss,val_e_mae,val_f_mae
0,6.112565264105797,19.005519883648958,196.97980815544724,1.1264433860778809,5.030954088483538,6.549020231302295,178.6775631564004
1,2.8881726935505867,7.989336700120475,130.0270170904696,0.951542854309082,0.7651682240622384,27.725110894867353,68.3436223438808
2,0.4092002999968827,10.733535385952564,50.167738227173686,0.9722273349761963,0.21474870826516831,5.858826717095716,37.110280245542526
3,0.20364266447722912,2.3587638652315945,36.51350468862802,0.9377858638763428,0.18379508597510202,1.3560086122847028,34.67786791069167
4,0.1768012517131865,0.6644689801760251,34.10605969838798,0.9480381011962891,0.15794189487184798,0.5941022453563554,32.129015773534775
5,0.15535663813352585,3.8188447961147176,31.46562003530562,0.9345893859863281,0.18032301110880716,27.32222420828683,29.40357636128153
6,0.13540665479376912,9.103226829211053,28.905104903969914,0.937976598739624,0.11420582447733198,2.596702193841338,27.275558561086655
7,0.10961306770332158,1.7158639320768998,26.750434539280832,0.9720003604888916,0.0958271494933537,0.9132104792765209,25.000795189823425
8,0.09129486628808081,0.3958852712457883,24.431344645563513,0.9706809520721436,0.078329256602696,0.26835410348472316,22.525151925427572
9,0.08940070774406195,10.149221929168561,21.90324495313689,0.9278483390808105,0.06464116594621114,4.463130475154945,20.191177459699766
10,0.06483256770297885,6.849331040029938,19.731052685528994,0.9282219409942627,0.052585844482694356,1.1899965050231134,18.38038648877825
11,0.050130647723563015,1.515960213055223,17.889141687192023,0.9327311515808105,0.04215390448059354,0.8014502319773393,16.368957502501353
12,0.039597501629032195,0.46238367076512077,15.806687879376113,0.9861655235290527,0.0328428859689406,1.3801187742501497,14.335660263895988
13,0.047553999931551516,12.999404716538265,13.849942071828991,0.9822962284088135,0.03201235671128545,9.754068085125514,12.618060090712138
14,0.026435477484483272,3.9754269246259355,12.329346180194989,0.9750995635986328,0.020884213969111443,2.395581287731017,11.095867891396795
15,0.01976884383475408,0.9131694071129459,10.764743317849934,0.9253621101379395,0.01596200931817293,0.5066645888811243,9.662334408078875
16,0.03604659897973761,13.18409646046348,9.391378436703235,0.9235563278198242,0.028111232444643974,15.396683476865292,8.52961013359683
17,0.01628171745687723,5.655190911511454,8.516254965797998,0.9579358100891113,0.011432672584695476,2.9263824024902925,7.679963883544717
18,0.01155990589177236,1.2323606561039924,7.658668619114906,0.9439566135406494,0.009319295641034842,1.20357730026756,7.039370281355722
19,0.009625788254197687,0.4972814841721629,6.934850302059203,0.9825267791748047,0.007761077356657812,0.2779843967540988,6.224767438002995
20,0.021838948916411027,9.663560183980735,6.276246625930071,0.927626371383667,0.02617168692605836,17.313702830246516,5.533740922276463
21,0.011762158901547082,6.592753699806053,5.888995190616697,0.9289398193359375,0.006872615976525205,2.74796607638044,5.498176174504416
22,0.007231699921248946,1.3462697575050697,5.567262749536894,0.9552676677703857,0.005965214954423053,0.7855753148240703,5.302659036325557
23,0.0066383866214891896,0.7160209972880693,5.339023467968218,0.9325928688049316,0.0055067332993660656,0.10547127333536212,4.998170770704746
24,0.02073413401376456,11.01700490391977,5.098566223750822,0.9265296459197998,0.01574887494955744,12.779277749359608,4.637952960495438
25,0.009254983873688616,5.785153522083419,5.051189524237998,0.9205412864685059,0.005118879822215864,0.597791130920606,4.657067624585969
26,0.006045410824299324,1.212091383195002,4.936606681440026,0.9376156330108643,0.00494938250631094,0.7049206344942961,4.581674334726164
27,0.005801996085210703,0.57344349795585,4.839379704208113,0.9732174873352051,0.004807793069630861,0.04694897143053822,4.644929032240595
28,0.013872849078325089,8.333092233669959,4.7309799992945045,0.9291508197784424,0.010473443860454219,9.525263016777378,4.425654919551952
29,0.00819041719660163,5.38775525183155,4.717985866591334,0.9275002479553223,0.0046366444522781035,0.977361766022763,4.4593103895229955
