epoch,loss,e_mae,f_mae,time,val_loss,val_e_mae,val_f_mae
0,5.7138882875442505,18.026001285761595,191.38392806053162,2.9408657550811768,5.765889644622803,6.72739085608295,191.351660660335
1,5.673001766204834,3.688192315166816,194.085530936718,0.7744486331939697,5.543597902570452,12.730620934494905,187.4737718275615
2,5.33584463596344,17.84829655662179,186.4270381629467,0.11661219596862793,5.302706854684012,15.599747587527547,183.23398275034768
3,5.186084508895874,8.848429657518864,182.86406621336937,0.11667418479919434,5.030180658612933,8.960869296320848,178.60770438398634
4,4.806264638900757,14.33921093121171,177.77462303638458,0.11962699890136719,4.718248571668353,16.468834930232592,172.7118343114853
5,4.785259962081909,11.202672496438026,177.07020044326782,0.11632657051086426,4.352453368050711,10.652085234011922,166.00926859038216
6,4.292577505111694,13.990404084324837,165.7206155359745,0.1229701042175293,3.9199266774313792,9.984758682549,157.48262405395508
7,3.7799322605133057,10.904409922659397,155.9896171092987,0.11607909202575684,3.412611825125558,10.804523713886738,146.79899385997228
8,3.1019504070281982,9.816941106691957,141.78884029388428,0.11644196510314941,2.832306521279471,8.45864202295031,133.64115144525255
9,2.6865283846855164,9.363210992887616,131.52968138456345,0.12394356727600098,2.1923838683537076,3.6015708797744344,117.4743611897741
10,1.9812966883182526,6.234091124497354,112.51948215067387,0.11928749084472656,1.524539623941694,8.80254924829517,97.56414060081754
11,1.25247423350811,6.5663576242513955,88.60203064978123,0.11727690696716309,0.9303345169339862,7.191256686512913,75.85864726986203
12,0.7890892326831818,16.847893362864852,69.65854205191135,0.11836576461791992,0.5541543109076363,10.737051655139242,58.50847437977791
13,0.5247806459665298,12.273069587536156,56.99874646961689,0.11454987525939941,0.4131798531327929,16.547194815107755,50.58009283883231
14,0.40140510350465775,13.52345710620284,50.483113154768944,0.12105393409729004,0.40081766673496794,18.08770905647959,50.204755472285406
15,0.4073701500892639,11.725493299309164,51.629688590765,0.11559128761291504,0.4235549143382481,17.167686085615838,51.95150630814688
16,0.44757457822561264,9.990551800001413,54.96934615075588,0.12013101577758789,0.42052280477115084,10.751072716500078,52.48039375458445
17,0.42141441255807877,8.525661425665021,53.5142607986927,0.12322759628295898,0.39069833925792147,6.26499139304672,50.87223915117128
18,0.42165323346853256,6.652645417489111,52.820573560893536,0.11837077140808105,0.3624076885836465,4.558804844106946,48.99305264864649
19,0.377195343375206,5.3111062734387815,50.03992281854153,0.12033581733703613,0.3464175420148032,6.7535936167197566,47.57780741368021
20,0.365924708545208,4.661223152652383,49.25182648003101,0.11562991142272949,0.3364506576742445,1.0063378888714527,46.88576768551554
21,0.3616524338722229,2.630865652463399,48.97548630833626,0.11782503128051758,0.33526227729661123,3.503541295815791,46.60005122423172
22,0.3511224761605263,3.168135997839272,47.76524845510721,0.13845086097717285,0.331718636410577,2.557554448555623,46.310444495507646
23,0.33427827060222626,2.10787943797186,46.758041717112064,0.11664009094238281,0.32653700028147015,2.2115498182496856,45.93533756477492
24,0.34107279777526855,2.0836147596128285,46.68029770255089,0.15270185470581055,0.31894445419311523,1.9415797432884574,45.44101815138544
25,0.34138868004083633,1.6274364897981286,47.13893961161375,0.11667871475219727,0.3099926880427769,0.9408947995065579,44.895379138844355
26,0.32217080146074295,1.1584013409446925,45.95557693392038,0.11371517181396484,0.30242680651800974,1.1692125283713852,44.40749968801226
27,0.33363936841487885,1.3138295616954565,46.61831725388765,0.1273975372314453,0.29589785848345074,1.4818211285663503,43.96770681653704
28,0.32068629562854767,1.4777168398723006,46.08493763953447,0.11982893943786621,0.28954863974026274,0.8539133039968354,43.53469131248338
29,0.29034264385700226,1.026451209327206,43.878001160919666,0.1218407154083252,0.28349696738379343,0.5775027467669653,43.097544461488724
